Name,Summary,Images,Blue point,Green Point,Purple Point,Keys,Calories,Carbs,Proteins,Fats
Beef Negimaki Stir Fry,Beef Negimaki Stir Fry deconstructs beef negimaki (Japanese meat sushi) and serves it with green beans to make it a stir fry main dish. Beef Negimaki Stir Fry This...,"https://www.skinnytaste.com/wp-content/uploads/2021/03/Beef-Negimaki-Stir-Fry-5-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/03/Beef-Negimaki-Stir-Fry-5-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/03/Beef-Negimaki-Stir-Fry-5-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/03/Beef-Negimaki-Stir-Fry-5-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/03/Beef-Negimaki-Stir-Fry-5.jpg",5,5,5,"Dairy Free,Gluten Free,Kid Friendly,Under 30 Minutes",251.0,14.0,28.5,7.5
Greek Yogurt Caesar Salad Dressing,"Easy Caesar Salad Dressing using the core ingredients which make up the classic: lemon + parmesan + anchovies, lightened up with Greek yogurt. Healthy Caesar Salad Dressing You can...","https://www.skinnytaste.com/wp-content/uploads/2012/08/Skinny-Caesar-Dressing-7-copy-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/08/Skinny-Caesar-Dressing-7-copy-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/08/Skinny-Caesar-Dressing-7-copy-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/08/Skinny-Caesar-Dressing-7-copy-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/08/Skinny-Caesar-Dressing-7-copy.jpg",2,3,2,"Gluten Free,Keto Recipes,Low Carb,Under 30 Minutes",91.0,2.5,6.0,6.5
Sheet Pan Teriyaki Salmon and Vegetables,"This easy, delicious Sheet Pan Teriyaki Salmon and Vegetables (I seriously devoured this, it was THAT good) is made all on one sheet pan and ready in 20 minutes!...","https://www.skinnytaste.com/wp-content/uploads/2016/12/Sheet-Pan-Teriyaki-Salmon-1-6-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2016/12/Sheet-Pan-Teriyaki-Salmon-1-6-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2016/12/Sheet-Pan-Teriyaki-Salmon-1-6-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2016/12/Sheet-Pan-Teriyaki-Salmon-1-6-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2016/12/Sheet-Pan-Teriyaki-Salmon-1-6.jpg",4,7,4,"Dairy Free,Gluten Free,Kid Friendly,Under 30 Minutes",326.0,17.0,27.0,17.0
Cheesy Eggplant Gnocchi Caprese,"Cheesy Eggplant Gnocchi Caprese is made with diced eggplant simmered in a garlicky tomato sauce with gnocchi, spinach, melted bites of fresh mozzarella and fresh basil. So good! Eggplant...","https://www.skinnytaste.com/wp-content/uploads/2021/02/Cheesy-Eggplant-Caprese-Skillet-5-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Cheesy-Eggplant-Caprese-Skillet-5-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Cheesy-Eggplant-Caprese-Skillet-5-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Cheesy-Eggplant-Caprese-Skillet-5-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Cheesy-Eggplant-Caprese-Skillet-5.jpg",11,11,11,"Gluten Free,Kid Friendly,Under 30 Minutes,Vegetarian Meals",436.0,66.0,15.0,11.0
Buffalo Chickpea Salad,"Buffalo Chickpea Salad is a spicy chickpea salad with all the flavors of buffalo wings, only meatless, perfect for lunch! Buffalo Chickpea Salad This spicy Chickpea Salad is made...","https://www.skinnytaste.com/wp-content/uploads/2021/02/Buffalo-Chickpea-Salad-4-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Buffalo-Chickpea-Salad-4-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Buffalo-Chickpea-Salad-4-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Buffalo-Chickpea-Salad-4-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Buffalo-Chickpea-Salad-4.jpg",1,5,1,"Gluten Free,Meal Prep Recipes,Under 30 Minutes,Vegetarian Meals",182.0,27.0,8.5,5.0
One-Pot Spaghetti Puttanesca,"One-Pot Spaghetti Puttanesca is full of big, bold flavors from the anchovies, Kalamata olives, and capers – the trifecta for a winning puttanesca. One-Pot Spaghetti Puttanesca This One-Pot Spaghetti...","https://www.skinnytaste.com/wp-content/uploads/2021/02/One-Pot-Puttanesca-7-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/One-Pot-Puttanesca-7-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/One-Pot-Puttanesca-7-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/One-Pot-Puttanesca-7-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/One-Pot-Puttanesca-7.jpg",8,8,8,"Dairy Free,Kid Friendly,Under 30 Minutes",293.0,48.0,9.0,7.0
Cottage Cheese Egg and Sausage Frittata,"This protein-packed Cottage Cheese Egg Bake with spinach and chicken sausage is filling and delicious. Enjoy for breakfast, lunch, or dinner with a salad and some crusty bread. Cottage...","https://www.skinnytaste.com/wp-content/uploads/2021/02/Egg-Cottage-Cheese-Sausage-Frittata-7-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Egg-Cottage-Cheese-Sausage-Frittata-7-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Egg-Cottage-Cheese-Sausage-Frittata-7-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Egg-Cottage-Cheese-Sausage-Frittata-7-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Egg-Cottage-Cheese-Sausage-Frittata-7.jpg",3,7,3,"Gluten Free,Low Carb,Meal Prep Recipes",233.0,2.0,21.5,15.0
Peanut-Braised Chicken Breasts,"Peanut-Braised Chicken Breasts cook in an Asian-inspired gingery, slightly spicy peanut sauce served with a limey cabbage carrot salad. Peanut-Braised Chicken Breasts I am constantly looking for ways to...","https://www.skinnytaste.com/wp-content/uploads/2021/02/Peanut-Braised-Chicken-Breasts-4-1-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Peanut-Braised-Chicken-Breasts-4-1-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Peanut-Braised-Chicken-Breasts-4-1-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Peanut-Braised-Chicken-Breasts-4-1-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Peanut-Braised-Chicken-Breasts-4-1.jpg",5,7,5,"Dairy Free,Gluten Free,Meal Prep Recipes",365.0,14.0,45.0,15.0
Instant Pot Braised Beef,Instant Pot Braised Beef cooked with fragrant spices cooks in a fraction of the time in the pressure cooker. Perfect for everything from rice bowls and tacos to enchiladas...,"https://www.skinnytaste.com/wp-content/uploads/2021/02/Instant-Pot-Braised-Beef-6-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Instant-Pot-Braised-Beef-6-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Instant-Pot-Braised-Beef-6-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Instant-Pot-Braised-Beef-6-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Instant-Pot-Braised-Beef-6.jpg",5,5,5,"Dairy Free,Freezer Meals,Gluten Free,Keto Recipes,Kid Friendly,Low Carb,Paleo,Pressure Cooker Recipes",255.0,5.5,36.0,10.0
Baked Sweet Potato Egg Cups,"Baked Sweet Potato and Egg Cups are a delicious and nutritious breakfast made with grated sweet potatoes, eggs and spices baked in a muffin tin. Baked Sweet Potato Egg...","https://www.skinnytaste.com/wp-content/uploads/2021/02/Baked-Sweet-Potato-Egg-Cups-7-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Baked-Sweet-Potato-Egg-Cups-7-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Baked-Sweet-Potato-Egg-Cups-7-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Baked-Sweet-Potato-Egg-Cups-7-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Baked-Sweet-Potato-Egg-Cups-7.jpg",2,4,1,"Gluten Free,Meal Prep Recipes,Vegetarian Meals",132.0,10.0,8.0,6.5
Air Fryer Buffalo Chicken Zucchini Skins,You won’t miss the carbs in these low-carb zucchini skins loaded with buffalo chicken and cheese made in the air fryer! Air Fryer Buffalo Chicken Zucchini Skins These are...,"https://www.skinnytaste.com/wp-content/uploads/2021/02/Buffalo-Chicken-Zucchini-Skins-7-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Buffalo-Chicken-Zucchini-Skins-7-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Buffalo-Chicken-Zucchini-Skins-7-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Buffalo-Chicken-Zucchini-Skins-7-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Buffalo-Chicken-Zucchini-Skins-7.jpg",1,2,1,"Air Fryer,Gluten Free,Keto Recipes,Low Carb,Under 30 Minutes",80.0,3.5,9.5,3.0
Orange Moscow Mule Mocktail,"This Orange Moscow Mule Mocktail is delicious, perfect if you want a grown up adult cocktail without the alcohol. Orange Moscow Mule Mocktail A Moscow mule is a cocktail...","https://www.skinnytaste.com/wp-content/uploads/2021/01/Virgin-Orange-Moscow-Mules-7-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Virgin-Orange-Moscow-Mules-7-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Virgin-Orange-Moscow-Mules-7-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Virgin-Orange-Moscow-Mules-7-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Virgin-Orange-Moscow-Mules-7.jpg",2,2,2,"Dairy Free,Gluten Free,Under 30 Minutes,Vegetarian Meals",104.0,27.0,1.0,
Shrimp Dumpling Lettuce Wraps or Rice Bowls,This Shrimp Dumpling Lettuce Wraps or Rice Bowls recipe takes the shrimp dumpling filling and adds it into lettuce wraps or rice bowls – so good either way! Shrimp...,"https://www.skinnytaste.com/wp-content/uploads/2021/02/Shrimp-Dumpling-Wraps-2-Ways_-7-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Shrimp-Dumpling-Wraps-2-Ways_-7-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Shrimp-Dumpling-Wraps-2-Ways_-7-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Shrimp-Dumpling-Wraps-2-Ways_-7-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Shrimp-Dumpling-Wraps-2-Ways_-7.jpg",2,3,2,"Dairy Free,Gluten Free,Keto Recipes,Kid Friendly,Low Carb,Under 30 Minutes",201.0,9.5,25.5,6.5
Savory Cottage Cheese Bowl,This Savory Cottage Cheese Bowl topped with veggies and pistachios is a protein-packed breakfast that will keep you full all morning. Savory Cottage Cheese Bowl I love cottage cheese...,"https://www.skinnytaste.com/wp-content/uploads/2021/02/Savory-Cottage-Cheese-Bowl-4-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Savory-Cottage-Cheese-Bowl-4-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Savory-Cottage-Cheese-Bowl-4-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Savory-Cottage-Cheese-Bowl-4-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/02/Savory-Cottage-Cheese-Bowl-4.jpg",3,3,3,"Gluten Free,Meal Prep Recipes,Under 30 Minutes,Vegetarian Meals",221.0,19.0,25.0,8.0
What are Macros?,"Macros or macronutrients are the three categories of nutrients you eat the most and provide you with most of your energy – protein, carbs and fats. What are macros?...","https://www.skinnytaste.com/wp-content/uploads/2021/01/What-are-Macros_2_S-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/What-are-Macros_2_S-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/What-are-Macros_2_S-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/What-are-Macros_2_S-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/What-are-Macros_2_S.jpg",,,,,,,,
Zero-Proof Jalapeño Paloma,This Zero-Proof Jalapeño Paloma is the perfect grapefruit mocktail if you’re cutting back on alcohol or doing a dry challenge but want to have an adult beverage. Zero-Proof Jalapeño...,"https://www.skinnytaste.com/wp-content/uploads/2021/01/Zero-Proof-Palomas-3-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Zero-Proof-Palomas-3-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Zero-Proof-Palomas-3-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Zero-Proof-Palomas-3-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Zero-Proof-Palomas-3.jpg",2,2,2,"Dairy Free,Gluten Free,Under 30 Minutes,Vegetarian Meals",66.0,17.0,0.5,
"Baby Greens with Goat Cheese, Beets and Candied Pecans","Beets and creamy goat cheese salad with crunchy, sweet pecans with a honey balsamic vinaigrette is like a symphony in your mouth. Beets and Goat Cheese Salad I know...","https://www.skinnytaste.com/wp-content/uploads/2012/11/Baby-Greens-with-Goats-Cheese-Beets-and-Candied-Pecans-6-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/11/Baby-Greens-with-Goats-Cheese-Beets-and-Candied-Pecans-6-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/11/Baby-Greens-with-Goats-Cheese-Beets-and-Candied-Pecans-6-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/11/Baby-Greens-with-Goats-Cheese-Beets-and-Candied-Pecans-6-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/11/Baby-Greens-with-Goats-Cheese-Beets-and-Candied-Pecans-6.jpg",9,9,9,"Gluten Free,Under 30 Minutes,Vegetarian Meals",267.0,19.0,7.0,19.5
Instant Pot Baked Ziti,"Instant Pot Baked Ziti is an easy one pot meal made with whole wheat pasta, spinach and cheese. The perfect meatless main dish for the family on busy weeknights!...","https://www.skinnytaste.com/wp-content/uploads/2021/01/Instant-Pot-Baked-Ziti_-9-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Instant-Pot-Baked-Ziti_-9-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Instant-Pot-Baked-Ziti_-9-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Instant-Pot-Baked-Ziti_-9-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Instant-Pot-Baked-Ziti_-9.jpg",11,11,4,"Kid Friendly,Pressure Cooker Recipes,Under 30 Minutes,Vegetarian Meals",452.0,64.0,24.0,12.5
Shrimp and Andouille Sheet Pan Dinner,"Shrimp and Andouille Sheet Pan Dinner with broccoli, mushrooms, bell pepper, onion, and celery seasoned with Cajun spices for a light and easy sheet pan meal. Shrimp and Andouille...","https://www.skinnytaste.com/wp-content/uploads/2021/01/Shrimp-Andouille-Sheet-Pan-Roast-13-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Shrimp-Andouille-Sheet-Pan-Roast-13-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Shrimp-Andouille-Sheet-Pan-Roast-13-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Shrimp-Andouille-Sheet-Pan-Roast-13-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Shrimp-Andouille-Sheet-Pan-Roast-13.jpg",6,7,6,"Dairy Free,Gluten Free,Keto Recipes,Kid Friendly,Low Carb",374.0,18.0,38.0,18.0
High Protein Bread (Oat Sandwich Rolls),High Protein Sandwich Bread (Oat Sandwich Rolls) made with oat flour and cottage cheese are high in fiber and easy to make with just five ingredients! High Protein Bread...,"https://www.skinnytaste.com/wp-content/uploads/2021/01/High-Protein-Oat-Rolls-11-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/High-Protein-Oat-Rolls-11-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/High-Protein-Oat-Rolls-11-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/High-Protein-Oat-Rolls-11-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/High-Protein-Oat-Rolls-11.jpg",5,5,5,"Air Fryer,Gluten Free,Kid Friendly,Under 30 Minutes,Vegetarian Meals",135.5,18.0,10.5,3.0
Harissa Chicken Meatballs,"These juicy, Harissa Chicken Meatballs are a fun twist on traditional meatballs. They’re also low- carb, grain-free, and gluten-free made with cauliflower rice instead of breadcrumbs. Harissa Chicken Meatballs...","https://www.skinnytaste.com/wp-content/uploads/2021/01/Harissa-Chicken-Meatballs-8-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Harissa-Chicken-Meatballs-8-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Harissa-Chicken-Meatballs-8-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Harissa-Chicken-Meatballs-8-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Harissa-Chicken-Meatballs-8.jpg",8,8,7,"Dairy Free,Freezer Meals,Gluten Free,Keto Recipes,Low Carb,Whole 30 Recipes",290.0,12.5,22.0,20.5
House Special Fried Rice,"House Special Fried Rice is the perfect one-pot dish– made with a combo of frozen brown rice and cauliflower rice and loaded with chicken, shrimp, steak, and eggs for...","https://www.skinnytaste.com/wp-content/uploads/2021/01/House-Special-Fried-Rice-6-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/House-Special-Fried-Rice-6-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/House-Special-Fried-Rice-6-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/House-Special-Fried-Rice-6-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/House-Special-Fried-Rice-6.jpg",7,9,2,"Dairy Free,Kid Friendly",432.0,40.5,35.0,14.0
Quick Shrimp Pho with Vegetables,"This quick Shrimp Pho with Vegetables (Vietnamese-inspired Noodle Soup) makes smart use of scraps, so you can make a shortcut stock that tastes like it spent all day simmering...","https://www.skinnytaste.com/wp-content/uploads/2021/01/Shrimp-and-Vegetable-Pho-4-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Shrimp-and-Vegetable-Pho-4-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Shrimp-and-Vegetable-Pho-4-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Shrimp-and-Vegetable-Pho-4-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Shrimp-and-Vegetable-Pho-4.jpg",5,6,5,"Dairy Free,Gluten Free,Kid Friendly,Under 30 Minutes",233.0,19.5,30.5,2.5
Air Fryer Nacho Fries,"Air Fryer Nacho Fries seasoned with chili powder, paprika, garlic powder, salt, and Parmesan cheese are cooked to crispy perfection in the air fryer. Air Fryer Nacho Fries Whenever...","https://www.skinnytaste.com/wp-content/uploads/2020/08/Air-Fryer-Nacho-Fries-9-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Air-Fryer-Nacho-Fries-9-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Air-Fryer-Nacho-Fries-9-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Air-Fryer-Nacho-Fries-9-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Air-Fryer-Nacho-Fries-9.jpg",5,5,1,"Air Fryer,Gluten Free,Kid Friendly,Under 30 Minutes,Vegetarian Meals",146.0,31.5,5.0,1.0
Carne en Bistec – Colombian Steak with Onions and Tomatoes,"Beef lovers, you’ll love this quick Colombian Carne en Bistec steak dish cooked with onions, tomatoes and cumin. The onions and tomatoes create a flavorful sauce which is wonderful...","https://www.skinnytaste.com/wp-content/uploads/2011/04/Skinnytaste-50-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/04/Skinnytaste-50-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/04/Skinnytaste-50-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/04/Skinnytaste-50-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/04/Skinnytaste-50.jpg",4,4,5,"Dairy Free,Gluten Free,Keto Recipes,Kid Friendly,Low Carb,Paleo,Under 30 Minutes,Whole 30 Recipes",188.0,3.0,25.2,7.2
Salmon Coconut Curry with Spinach and Chickpeas,Salmon Coconut Curry with Spinach and Chickpeas is an easy one-pot meal that cooks in under 30 minutes! Salmon Coconut Curry with Chickpeas Seared salmon skin adds an extra...,"https://www.skinnytaste.com/wp-content/uploads/2021/01/Salmon-Coconut-Curry_-7-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Salmon-Coconut-Curry_-7-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Salmon-Coconut-Curry_-7-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Salmon-Coconut-Curry_-7-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Salmon-Coconut-Curry_-7.jpg",4,12,4,"Dairy Free,Gluten Free,Under 30 Minutes",453.0,23.5,41.0,20.0
Spinach Stuffed Chicken Breasts with Tomato and Feta,These Baked Spinach Stuffed Chicken Breasts with Sun-Dried Tomatoes and Feta Cheese are high in protein and low in carbs – a filling meal in one! Spinach Tomato Feta...,"https://www.skinnytaste.com/wp-content/uploads/2021/01/Spinach-Tomato-and-Feta-Stuffed-Chicken-Breast-9-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Spinach-Tomato-and-Feta-Stuffed-Chicken-Breast-9-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Spinach-Tomato-and-Feta-Stuffed-Chicken-Breast-9-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Spinach-Tomato-and-Feta-Stuffed-Chicken-Breast-9-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Spinach-Tomato-and-Feta-Stuffed-Chicken-Breast-9.jpg",6,8,6,"Gluten Free,Keto Recipes,Low Carb,Under 30 Minutes",407.0,7.0,44.5,22.0
3-Ingredient Baked Bananas,"Baked Bananas are the perfect, healthy dessert. They taste decadent, like bananas foster without all the butter and extra calories. Baked Bananas I love the simplicity of this Baked Bananas...","https://www.skinnytaste.com/wp-content/uploads/2009/10/Baked-Bananas-7-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/10/Baked-Bananas-7-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/10/Baked-Bananas-7-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/10/Baked-Bananas-7-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/10/Baked-Bananas-7.jpg",2,2,2,"Dairy Free,Gluten Free,Kid Friendly,Paleo,Under 30 Minutes,Vegetarian Meals",137.0,35.5,1.5,0.5
Breakfast Egg Rolls,"These Breakfast Egg Rolls, loaded with eggs, sausage, and veggies cooked in the oven or air fryer, are a fun twist on an egg sandwich. Perfect for making ahead...","https://www.skinnytaste.com/wp-content/uploads/2021/01/Breakfast-Egg-Roll-5-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Breakfast-Egg-Roll-5-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Breakfast-Egg-Roll-5-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Breakfast-Egg-Roll-5-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2021/01/Breakfast-Egg-Roll-5.jpg",4,6,4,"Air Fryer,Dairy Free,Freezer Meals,Kid Friendly,Meal Prep Recipes,Under 30 Minutes",240.0,24.5,17.5,8.0
Top 25 Most Popular Skinnytaste Recipes of 2020,"A list of the most popular recipes from 2020, see if your favorite made the list! Top 25 Most Popular Recipes of 2020 2020, what a year! Not the...","https://www.skinnytaste.com/wp-content/uploads/2020/12/TOP-2020_A-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/TOP-2020_A-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/TOP-2020_A-150x225.jpg",,,,,,,,
Drunken Shrimp,"Drunken shrimp just got a makeover. Not sure if you can call this drunken since I significantly cut down the wine, but the shrimp aren’t 100% sober either. Drunken...","https://www.skinnytaste.com/wp-content/uploads/2009/04/Drunken-Shrimp-7-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/04/Drunken-Shrimp-7-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/04/Drunken-Shrimp-7-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/04/Drunken-Shrimp-7-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/04/Drunken-Shrimp-7.jpg",2,4,2,"Gluten Free,Low Carb,Under 30 Minutes",175.0,2.0,22.5,10.0
Virgin Bloody Mary,"Craving a Bloody Mary but doing a dry challenge? Make this Virgin Bloody Mary, also known as the Virgin Mary, and you won’t miss the vodka! Virgin Bloody Mary...","https://www.skinnytaste.com/wp-content/uploads/2020/12/Virgin-Bloody-Mary-7-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Virgin-Bloody-Mary-7-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Virgin-Bloody-Mary-7-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Virgin-Bloody-Mary-7-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/12/Virgin-Bloody-Mary-7.jpg",1,1,1,"Dairy Free,Gluten Free,Under 30 Minutes,Vegetarian Meals",33.0,7.0,1.0,0.5
Sauteed Collard Greens with Bacon,"Thinly sliced collard greens sautéed with bacon, garlic, and olive oil is the perfect side dish for New Year’s Day. Sauteed Collard Greens with Bacon It’s tradition to eat...","https://www.skinnytaste.com/wp-content/uploads/2011/01/Collard-Greens-and-Bacon-9-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/01/Collard-Greens-and-Bacon-9-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/01/Collard-Greens-and-Bacon-9-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/01/Collard-Greens-and-Bacon-9-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/01/Collard-Greens-and-Bacon-9.jpg",1,2,1,"Dairy Free,Gluten Free,Keto Recipes,Low Carb,Under 30 Minutes",73.0,7.0,3.0,4.5
